city,region,industry,month,year,time_point,date,sex,grimbleth_ppm,population,temperature,cases
Blythwick,Westridinge,Secondary,Aug,2017,20,2017-08-01,F,0.58,191789.28490203415,-5.574842233971384,35
Blythwick,Westridinge,Secondary,Sep,2017,21,2017-09-01,M,1.02,191107.9735425249,0.626589501234484,48
Blythwick,Westridinge,Secondary,Sep,2017,21,2017-09-01,F,1.02,191107.9735425249,0.626589501234484,33
Blythwick,Westridinge,Secondary,Oct,2017,22,2017-10-01,M,2.11,185317.58114612137,6.548177636357911,12
Blythwick,Westridinge,Secondary,Oct,2017,22,2017-10-01,F,2.11,185317.58114612137,6.548177636357911,9
Blythwick,Westridinge,Secondary,Nov,2017,23,2017-11-01,M,6.68,184279.29533393137,16.497552244333995,62
Blythwick,Westridinge,Secondary,Nov,2017,23,2017-11-01,F,6.68,184279.29533393137,16.497552244333995,42
Blythwick,Westridinge,Secondary,Dec,2017,24,2017-12-01,M,19.05,183131.56067359966,24.367615648510643,180
Blythwick,Westridinge,Secondary,Dec,2017,24,2017-12-01,F,19.05,183131.56067359966,24.367615648510643,120
Blythwick,Westridinge,Secondary,Jan,2018,25,2018-01-01,M,47.54,181896.6849705218,31.04400502386138,2
Blythwick,Westridinge,Secondary,Jan,2018,25,2018-01-01,F,47.54,181896.6849705218,31.04400502386138,2
Blythwick,Westridinge,Secondary,Feb,2018,26,2018-02-01,M,120.23,195179.7120068186,36.343912313223846,340
Blythwick,Westridinge,Secondary,Feb,2018,26,2018-02-01,F,120.23,195179.7120068186,36.343912313223846,228
Blythwick,Westridinge,Secondary,Mar,2018,27,2018-03-01,M,134.38,189467.05312876293,35.950831427375796,470
Blythwick,Westridinge,Secondary,Mar,2018,27,2018-03-01,F,134.38,189467.05312876293,35.950831427375796,314
Blythwick,Westridinge,Secondary,Apr,2018,28,2018-04-01,M,25.13,186768.0952401277,22.797837032472163,567
Blythwick,Westridinge,Secondary,Apr,2018,28,2018-04-01,F,25.13,186768.0952401277,22.797837032472163,379
Blythwick,Westridinge,Secondary,May,2018,29,2018-05-01,M,9.36,181397.04575161927,15.367876722834678,429
Blythwick,Westridinge,Secondary,May,2018,29,2018-05-01,F,9.36,181397.04575161927,15.367876722834678,286
Blythwick,Westridinge,Secondary,Jun,2018,30,2018-06-01,M,1.92,187743.9521518544,3.756024274478547,36
Blythwick,Westridinge,Secondary,Jun,2018,30,2018-06-01,F,1.92,187743.9521518544,3.756024274478547,24
Blythwick,Westridinge,Secondary,Jul,2018,31,2018-07-01,M,0.67,192552.0508721242,-2.6050307141924325,18
Blythwick,Westridinge,Secondary,Jul,2018,31,2018-07-01,F,0.67,192552.0508721242,-2.6050307141924325,13
Blythwick,Westridinge,Secondary,Aug,2018,32,2018-08-01,M,0.7,189375.24626834693,-2.2418471801001383,46
Blythwick,Westridinge,Secondary,Aug,2018,32,2018-08-01,F,0.7,189375.24626834693,-2.2418471801001383,31
Blythwick,Westridinge,Secondary,Sep,2018,33,2018-09-01,M,0.38,192779.03281912656,-6.308995457400192,18
Blythwick,Westridinge,Secondary,Sep,2018,33,2018-09-01,F,0.38,192779.03281912656,-6.308995457400192,13
Blythwick,Westridinge,Secondary,Oct,2018,34,2018-10-01,M,1.95,189138.46026267495,4.267878890382683,44
Blythwick,Westridinge,Secondary,Oct,2018,34,2018-10-01,F,1.95,189138.46026267495,4.267878890382683,30
Blythwick,Westridinge,Secondary,Nov,2018,35,2018-11-01,M,37.3,193733.61945229265,20.67975952559254,46
Blythwick,Westridinge,Secondary,Nov,2018,35,2018-11-01,F,37.3,193733.61945229265,20.67975952559254,32
Blythwick,Westridinge,Secondary,Dec,2018,36,2018-12-01,M,51.1,183614.83025440725,22.188876538219144,219
Blythwick,Westridinge,Secondary,Dec,2018,36,2018-12-01,F,51.1,183614.83025440725,22.188876538219144,146
Harrowden,Westridinge,Primary,Jan,2016,1,2016-01-01,M,1.27,100800,38.17083167219133,114
Harrowden,Westridinge,Primary,Jan,2016,1,2016-01-01,F,1.27,100800,38.17083167219133,77
Harrowden,Westridinge,Primary,Feb,2016,2,2016-02-01,M,1.53,98466.9053286016,34.73047196287748,43
Harrowden,Westridinge,Primary,Feb,2016,2,2016-02-01,F,1.53,98466.9053286016,34.73047196287748,30
Harrowden,Westridinge,Primary,Mar,2016,3,2016-03-01,M,1.82,99957.8956323266,33.50782469022384,8
Harrowden,Westridinge,Primary,Mar,2016,3,2016-03-01,F,1.82,99957.8956323266,33.50782469022384,6
Harrowden,Westridinge,Primary,Apr,2016,4,2016-04-01,M,1.55,100589.28250068426,19.471787280629723,22
Harrowden,Westridinge,Primary,Apr,2016,4,2016-04-01,F,1.55,100589.28250068426,19.471787280629723,16
Harrowden,Westridinge,Primary,May,2016,5,2016-05-01,M,1.32,100672.7237303853,12.191579871508088,67
Harrowden,Westridinge,Primary,May,2016,5,2016-05-01,F,1.32,100672.7237303853,12.191579871508088,46
Harrowden,Westridinge,Primary,Jun,2016,6,2016-06-01,M,1.01,99332.54528000951,0.5440704391783044,43
Harrowden,Westridinge,Primary,Jun,2016,6,2016-06-01,F,1.01,99332.54528000951,0.5440704391783044,29
Harrowden,Westridinge,Primary,Jul,2016,7,2016-07-01,M,0.94,98284.94655534625,-2.7163220590151247,9
Harrowden,Westridinge,Primary,Jul,2016,7,2016-07-01,F,0.94,98284.94655534625,-2.7163220590151247,7
Harrowden,Westridinge,Primary,Aug,2016,8,2016-08-01,M,0.88,101956.29929083586,-4.9887264960338795,2
Harrowden,Westridinge,Primary,Aug,2016,8,2016-08-01,F,0.88,101956.29929083586,-4.9887264960338795,2
Harrowden,Westridinge,Primary,Sep,2016,9,2016-09-01,M,1.16,104803.35866752267,0.629826077120669,37
Harrowden,Westridinge,Primary,Sep,2016,9,2016-09-01,F,1.16,104803.35866752267,0.629826077120669,26
Harrowden,Westridinge,Primary,Oct,2016,10,2016-10-01,M,1.63,105409.60140940547,7.983323837296049,36
Harrowden,Westridinge,Primary,Oct,2016,10,2016-10-01,F,1.63,105409.60140940547,7.983323837296049,24
Harrowden,Westridinge,Primary,Nov,2016,11,2016-11-01,M,2.81,100434.70826983452,18.28676182768068,60
Harrowden,Westridinge,Primary,Nov,2016,11,2016-11-01,F,2.81,100434.70826983452,18.28676182768068,40
Harrowden,Westridinge,Primary,Dec,2016,12,2016-12-01,M,4.24,105085.74264273047,24.97232661153225,72
Harrowden,Westridinge,Primary,Dec,2016,12,2016-12-01,F,4.24,105085.74264273047,24.97232661153225,48
Harrowden,Westridinge,Primary,Jan,2017,13,2017-01-01,M,8.16,102223.78342089057,33.26618551156483,51
Harrowden,Westridinge,Primary,Jan,2017,13,2017-01-01,F,8.16,102223.78342089057,33.26618551156483,34
Harrowden,Westridinge,Primary,Feb,2017,14,2017-02-01,M,10.43,103132.37977686524,33.72612029209658,97
Harrowden,Westridinge,Primary,Feb,2017,14,2017-02-01,F,10.43,103132.37977686524,33.72612029209658,65
Harrowden,Westridinge,Primary,Mar,2017,15,2017-03-01,M,10.13,104293.2152608931,30.594478019748728,32
Harrowden,Westridinge,Primary,Mar,2017,15,2017-03-01,F,10.13,104293.2152608931,30.594478019748728,22
Harrowden,Westridinge,Primary,Apr,2017,16,2017-04-01,M,6.7,104165.17471164465,23.74333178187195,40
Harrowden,Westridinge,Primary,Apr,2017,16,2017-04-01,F,6.7,104165.17471164465,23.74333178187195,27
Harrowden,Westridinge,Primary,May,2017,17,2017-05-01,M,2.7,103367.58825686574,11.800732741315507,22
Harrowden,Westridinge,Primary,May,2017,17,2017-05-01,F,2.7,103367.58825686574,11.800732741315507,15
Harrowden,Westridinge,Primary,Jun,2017,18,2017-06-01,M,1.37,99954.88967505097,3.542763289862851,81
Harrowden,Westridinge,Primary,Jun,2017,18,2017-06-01,F,1.37,99954.88967505097,3.542763289862851,54
Harrowden,Westridinge,Primary,Jul,2017,19,2017-07-01,M,0.74,102974.38589206338,-3.3885763384520073,4
Harrowden,Westridinge,Primary,Jul,2017,19,2017-07-01,F,0.74,102974.38589206338,-3.3885763384520073,4
Harrowden,Westridinge,Primary,Aug,2017,20,2017-08-01,M,0.74,105541.66772586107,-3.2923248086079355,37
Harrowden,Westridinge,Primary,Aug,2017,20,2017-08-01,F,0.74,105541.66772586107,-3.2923248086079355,26
Harrowden,Westridinge,Primary,Sep,2017,21,2017-09-01,M,0.76,98660.79609453678,-2.275363507321188,7
Harrowden,Westridinge,Primary,Sep,2017,21,2017-09-01,F,0.76,98660.79609453678,-2.275363507321188,5
Harrowden,Westridinge,Primary,Oct,2017,22,2017-10-01,M,3.67,104297.39854297042,11.170122210931119,5
Harrowden,Westridinge,Primary,Oct,2017,22,2017-10-01,F,3.67,104297.39854297042,11.170122210931119,4
Harrowden,Westridinge,Primary,Nov,2017,23,2017-11-01,M,6.4,101288.4774159193,16.424310361368367,126
Harrowden,Westridinge,Primary,Nov,2017,23,2017-11-01,F,6.4,101288.4774159193,16.424310361368367,85
Harrowden,Westridinge,Primary,Dec,2017,24,2017-12-01,M,20.48,104261.26481500268,25.408605704988464,79
Harrowden,Westridinge,Primary,Dec,2017,24,2017-12-01,F,20.48,104261.26481500268,25.408605704988464,54
Harrowden,Westridinge,Primary,Jan,2018,25,2018-01-01,M,62.78,104724.89581945539,32.54526342830795,171
Harrowden,Westridinge,Primary,Jan,2018,25,2018-01-01,F,62.78,104724.89581945539,32.54526342830795,115
Harrowden,Westridinge,Primary,Feb,2018,26,2018-02-01,M,74.17,101273.98229464889,32.273820993077976,90
Harrowden,Westridinge,Primary,Feb,2018,26,2018-02-01,F,74.17,101273.98229464889,32.273820993077976,60
Harrowden,Westridinge,Primary,Mar,2018,27,2018-03-01,M,128.04,102939.19996073842,34.95523769301243,304
Harrowden,Westridinge,Primary,Mar,2018,27,2018-03-01,F,128.04,102939.19996073842,34.95523769301243,204
Harrowden,Westridinge,Primary,Apr,2018,28,2018-04-01,M,29.71,105274.89262863994,23.932244916525445,26
Harrowden,Westridinge,Primary,Apr,2018,28,2018-04-01,F,29.71,105274.89262863994,23.932244916525445,18
Harrowden,Westridinge,Primary,May,2018,29,2018-05-01,M,8.42,104687.30958035588,14.555338082009634,88
Harrowden,Westridinge,Primary,May,2018,29,2018-05-01,F,8.42,104687.30958035588,14.555338082009634,60
Harrowden,Westridinge,Primary,Jun,2018,30,2018-06-01,M,2.28,98875.33115807176,5.7747521525825025,44
Harrowden,Westridinge,Primary,Jun,2018,30,2018-06-01,F,2.28,98875.33115807176,5.7747521525825025,30
Harrowden,Westridinge,Primary,Jul,2018,31,2018-07-01,M,0.49,103704.02440211177,-4.893513102334374,12
Harrowden,Westridinge,Primary,Jul,2018,31,2018-07-01,F,0.49,103704.02440211177,-4.893513102334374,8
Harrowden,Westridinge,Primary,Aug,2018,32,2018-08-01,M,0.29,104286.51274725795,-7.526190756352694,0
Harrowden,Westridinge,Primary,Aug,2018,32,2018-08-01,F,0.29,104286.51274725795,-7.526190756352694,0
Harrowden,Westridinge,Primary,Sep,2018,33,2018-09-01,M,0.61,99411.56742659211,-3.1354504653531308,26
Harrowden,Westridinge,Primary,Sep,2018,33,2018-09-01,F,0.61,99411.56742659211,-3.1354504653531308,18
Harrowden,Westridinge,Primary,Oct,2018,34,2018-10-01,M,2.77,98745.01305502653,5.85229572452176,10
Harrowden,Westridinge,Primary,Oct,2018,34,2018-10-01,F,2.77,98745.01305502653,5.85229572452176,8
Harrowden,Westridinge,Primary,Nov,2018,35,2018-11-01,M,20.51,99746.41945409775,17.0187536663373,127
Harrowden,Westridinge,Primary,Nov,2018,35,2018-11-01,F,20.51,99746.41945409775,17.0187536663373,86
Harrowden,Westridinge,Primary,Dec,2018,36,2018-12-01,M,118.91,103547.73300307989,26.73842776250533,316
Harrowden,Westridinge,Primary,Dec,2018,36,2018-12-01,F,118.91,103547.73300307989,26.73842776250533,212
Fenmarsh,Westridinge,Primary,Jan,2016,1,2016-01-01,M,1.27,231641,29.629486300112262,111
Fenmarsh,Westridinge,Primary,Jan,2016,1,2016-01-01,F,1.27,231641,29.629486300112262,75
Fenmarsh,Westridinge,Primary,Feb,2016,2,2016-02-01,M,1.49,227771.51416973033,35.431380569285864,50
Fenmarsh,Westridinge,Primary,Feb,2016,2,2016-02-01,F,1.49,227771.51416973033,35.431380569285864,34
Fenmarsh,Westridinge,Primary,Mar,2016,3,2016-03-01,M,1.92,238107.1964623617,34.119634601249174,37
Fenmarsh,Westridinge,Primary,Mar,2016,3,2016-03-01,F,1.92,238107.1964623617,34.119634601249174,25
Fenmarsh,Westridinge,Primary,Apr,2016,4,2016-04-01,M,1.72,237024.66138154152,21.756462385413204,96
Fenmarsh,Westridinge,Primary,Apr,2016,4,2016-04-01,F,1.72,237024.66138154152,21.756462385413204,65
Fenmarsh,Westridinge,Primary,May,2016,5,2016-05-01,M,1.47,238379.36851849785,11.028406054771729,78
Fenmarsh,Westridinge,Primary,May,2016,5,2016-05-01,F,1.47,238379.36851849785,11.028406054771729,52
Fenmarsh,Westridinge,Primary,Jun,2016,6,2016-06-01,M,1.24,234946.18233332055,2.9706065760106526,72
Fenmarsh,Westridinge,Primary,Jun,2016,6,2016-06-01,F,1.24,234946.18233332055,2.9706065760106526,48
Fenmarsh,Westridinge,Primary,Jul,2016,7,2016-07-01,M,1.01,237370.51478651742,-2.140172663056513,69
Fenmarsh,Westridinge,Primary,Jul,2016,7,2016-07-01,F,1.01,237370.51478651742,-2.140172663056513,47
Fenmarsh,Westridinge,Primary,Aug,2016,8,2016-08-01,M,0.83,237983.57427549656,-6.8104255723617175,123
Fenmarsh,Westridinge,Primary,Aug,2016,8,2016-08-01,F,0.83,237983.57427549656,-6.8104255723617175,82
Fenmarsh,Westridinge,Primary,Sep,2016,9,2016-09-01,M,1.05,241650.36561354756,0.21219501415678454,40
Fenmarsh,Westridinge,Primary,Sep,2016,9,2016-09-01,F,1.05,241650.36561354756,0.21219501415678454,27
Fenmarsh,Westridinge,Primary,Oct,2016,10,2016-10-01,M,1.35,241355.43328758187,5.7008447015596335,63
Fenmarsh,Westridinge,Primary,Oct,2016,10,2016-10-01,F,1.35,241355.43328758187,5.7008447015596335,42
Fenmarsh,Westridinge,Primary,Nov,2016,11,2016-11-01,M,2.63,227018.3627807495,17.42078294330934,114
Fenmarsh,Westridinge,Primary,Nov,2016,11,2016-11-01,F,2.63,227018.3627807495,17.42078294330934,76
Fenmarsh,Westridinge,Primary,Dec,2016,12,2016-12-01,M,5.49,238075.58855860552,28.254642939781807,791
Fenmarsh,Westridinge,Primary,Dec,2016,12,2016-12-01,F,5.49,238075.58855860552,28.254642939781807,528
Fenmarsh,Westridinge,Primary,Jan,2017,13,2017-01-01,M,7.04,224823.87881835343,29.949438721065647,74
Fenmarsh,Westridinge,Primary,Jan,2017,13,2017-01-01,F,7.04,224823.87881835343,29.949438721065647,50
Fenmarsh,Westridinge,Primary,Feb,2017,14,2017-02-01,M,11.19,237091.9510210372,34.2897797237777,135
Fenmarsh,Westridinge,Primary,Feb,2017,14,2017-02-01,F,11.19,237091.9510210372,34.2897797237777,91
Fenmarsh,Westridinge,Primary,Mar,2017,15,2017-03-01,M,7.41,228090.01565019155,27.291512675379156,32
Fenmarsh,Westridinge,Primary,Mar,2017,15,2017-03-01,F,7.41,228090.01565019155,27.291512675379156,22
Fenmarsh,Westridinge,Primary,Apr,2017,16,2017-04-01,M,7.78,232765.1226877013,24.506077792583955,77
Fenmarsh,Westridinge,Primary,Apr,2017,16,2017-04-01,F,7.78,232765.1226877013,24.506077792583955,52
Fenmarsh,Westridinge,Primary,May,2017,17,2017-05-01,M,3.35,231094.78276015894,12.994085807279529,310
Fenmarsh,Westridinge,Primary,May,2017,17,2017-05-01,F,3.35,231094.78276015894,12.994085807279529,208
Fenmarsh,Westridinge,Primary,Jun,2017,18,2017-06-01,M,1.55,235959.64684251428,4.058393550089296,150
Fenmarsh,Westridinge,Primary,Jun,2017,18,2017-06-01,F,1.55,235959.64684251428,4.058393550089296,101
Fenmarsh,Westridinge,Primary,Jul,2017,19,2017-07-01,M,0.51,242426.1681893804,-7.983199694520146,81
Fenmarsh,Westridinge,Primary,Jul,2017,19,2017-07-01,F,0.51,242426.1681893804,-7.983199694520146,54
Fenmarsh,Westridinge,Primary,Aug,2017,20,2017-08-01,M,0.69,227177.35712291277,-4.130338937213791,36
Fenmarsh,Westridinge,Primary,Aug,2017,20,2017-08-01,F,0.69,227177.35712291277,-4.130338937213791,24
Fenmarsh,Westridinge,Primary,Sep,2017,21,2017-09-01,M,1.07,231004.01917754597,0.6925612989546115,9
Fenmarsh,Westridinge,Primary,Sep,2017,21,2017-09-01,F,1.07,231004.01917754597,0.6925612989546115,7
Fenmarsh,Westridinge,Primary,Oct,2017,22,2017-10-01,M,2.47,238043.945011527,7.217271595118748,207
Fenmarsh,Westridinge,Primary,Oct,2017,22,2017-10-01,F,2.47,238043.945011527,7.217271595118748,138
Fenmarsh,Westridinge,Primary,Nov,2017,23,2017-11-01,M,11.58,233279.8140280213,20.871852147817204,286
Fenmarsh,Westridinge,Primary,Nov,2017,23,2017-11-01,F,11.58,233279.8140280213,20.871852147817204,192
Fenmarsh,Westridinge,Primary,Dec,2017,24,2017-12-01,M,33.11,241699.83889022729,28.338691341246676,403
Fenmarsh,Westridinge,Primary,Dec,2017,24,2017-12-01,F,33.11,241699.83889022729,28.338691341246676,269
Fenmarsh,Westridinge,Primary,Jan,2018,25,2018-01-01,M,117.14,228911.00603283095,37.423080295269756,411
Fenmarsh,Westridinge,Primary,Jan,2018,25,2018-01-01,F,117.14,228911.00603283095,37.423080295269756,274
Fenmarsh,Westridinge,Primary,Feb,2018,26,2018-02-01,M,121.18,242486.68684886626,36.20657349320611,38
Fenmarsh,Westridinge,Primary,Feb,2018,26,2018-02-01,F,121.18,242486.68684886626,36.20657349320611,26
Fenmarsh,Westridinge,Primary,Mar,2018,27,2018-03-01,M,67.66,228502.26765906397,31.15205317034039,147
Fenmarsh,Westridinge,Primary,Mar,2018,27,2018-03-01,F,67.66,228502.26765906397,31.15205317034039,99
Fenmarsh,Westridinge,Primary,Apr,2018,28,2018-04-01,M,23.96,237286.67878413058,22.61547111010429,189
Fenmarsh,Westridinge,Primary,Apr,2018,28,2018-04-01,F,23.96,237286.67878413058,22.61547111010429,126
Fenmarsh,Westridinge,Primary,May,2018,29,2018-05-01,M,7.1,224881.7403611342,13.4855623541089,109
Fenmarsh,Westridinge,Primary,May,2018,29,2018-05-01,F,7.1,224881.7403611342,13.4855623541089,74
Fenmarsh,Westridinge,Primary,Jun,2018,30,2018-06-01,M,1.98,230922.4064451925,3.711801838286892,166
Fenmarsh,Westridinge,Primary,Jun,2018,30,2018-06-01,F,1.98,230922.4064451925,3.711801838286892,112
Fenmarsh,Westridinge,Primary,Jul,2018,31,2018-07-01,M,0.63,230180.90663869242,-3.0264431521054553,43
Fenmarsh,Westridinge,Primary,Jul,2018,31,2018-07-01,F,0.63,230180.90663869242,-3.0264431521054553,30
Fenmarsh,Westridinge,Primary,Aug,2018,32,2018-08-01,M,0.36,238348.72244943024,-6.940842268724278,45
Fenmarsh,Westridinge,Primary,Aug,2018,32,2018-08-01,F,0.36,238348.72244943024,-6.940842268724278,30
Fenmarsh,Westridinge,Primary,Sep,2018,33,2018-09-01,M,1.1,240271.20094432085,-0.19703417250813093,69
Fenmarsh,Westridinge,Primary,Sep,2018,33,2018-09-01,F,1.1,240271.20094432085,-0.19703417250813093,46
Fenmarsh,Westridinge,Primary,Oct,2018,34,2018-10-01,M,3.15,240968.18297893356,7.14353677936356,150
Fenmarsh,Westridinge,Primary,Oct,2018,34,2018-10-01,F,3.15,240968.18297893356,7.14353677936356,101
Fenmarsh,Westridinge,Primary,Nov,2018,35,2018-11-01,M,18.92,230117.76143179563,16.70293038663279,245
Fenmarsh,Westridinge,Primary,Nov,2018,35,2018-11-01,F,18.92,230117.76143179563,16.70293038663279,164
Fenmarsh,Westridinge,Primary,Dec,2018,36,2018-12-01,M,122.45,240522.83541818315,26.47095975739924,379
Fenmarsh,Westridinge,Primary,Dec,2018,36,2018-12-01,F,122.45,240522.83541818315,26.47095975739924,253
Duncombe,Westridinge,Primary,Jan,2016,1,2016-01-01,M,1.16,200013,32.31352047831696,34
Duncombe,Westridinge,Primary,Jan,2016,1,2016-01-01,F,1.16,200013,32.31352047831696,24
Duncombe,Westridinge,Primary,Feb,2016,2,2016-02-01,M,1.29,200478.25174128448,34.07539213092369,101
Duncombe,Westridinge,Primary,Feb,2016,2,2016-02-01,F,1.29,200478.25174128448,34.07539213092369,68
Duncombe,Westridinge,Primary,Mar,2016,3,2016-03-01,M,1.6,197668.64187088548,32.4041856112876,42
Duncombe,Westridinge,Primary,Mar,2016,3,2016-03-01,F,1.6,197668.64187088548,32.4041856112876,28
Duncombe,Westridinge,Primary,Apr,2016,4,2016-04-01,M,1.74,194205.5826854986,26.786316491866952,43
Duncombe,Westridinge,Primary,Apr,2016,4,2016-04-01,F,1.74,194205.5826854986,26.786316491866952,29
Duncombe,Westridinge,Primary,May,2016,5,2016-05-01,M,1.45,198048.8071714367,13.22815183426511,16
Duncombe,Westridinge,Primary,May,2016,5,2016-05-01,F,1.45,198048.8071714367,13.22815183426511,12
Duncombe,Westridinge,Primary,Jun,2016,6,2016-06-01,M,1.19,207407.5227246705,3.992456827903742,32
Duncombe,Westridinge,Primary,Jun,2016,6,2016-06-01,F,1.19,207407.5227246705,3.992456827903742,22
Duncombe,Westridinge,Primary,Jul,2016,7,2016-07-01,M,0.95,196111.41355068874,0.796914831984572,72
Duncombe,Westridinge,Primary,Jul,2016,7,2016-07-01,F,0.95,196111.41355068874,0.796914831984572,48
Duncombe,Westridinge,Primary,Aug,2016,8,2016-08-01,M,0.78,199474.01896578804,-5.386361423205297,70
Duncombe,Westridinge,Primary,Aug,2016,8,2016-08-01,F,0.78,199474.01896578804,-5.386361423205297,47
Duncombe,Westridinge,Primary,Sep,2016,9,2016-09-01,M,0.96,208881.17565028835,0.22923043294175782,57
Duncombe,Westridinge,Primary,Sep,2016,9,2016-09-01,F,0.96,208881.17565028835,0.22923043294175782,39
Duncombe,Westridinge,Primary,Oct,2016,10,2016-10-01,M,1.28,198039.68315993433,8.270153722771596,39
Duncombe,Westridinge,Primary,Oct,2016,10,2016-10-01,F,1.28,198039.68315993433,8.270153722771596,26
Duncombe,Westridinge,Primary,Nov,2016,11,2016-11-01,M,2.17,203314.24146611604,14.654799722957831,64
Duncombe,Westridinge,Primary,Nov,2016,11,2016-11-01,F,2.17,203314.24146611604,14.654799722957831,44
Duncombe,Westridinge,Primary,Dec,2016,12,2016-12-01,M,5.72,208515.93947471454,28.98896722683488,28
Duncombe,Westridinge,Primary,Dec,2016,12,2016-12-01,F,5.72,208515.93947471454,28.98896722683488,19
Duncombe,Westridinge,Primary,Jan,2017,13,2017-01-01,M,10.67,196321.3999455875,35.55370764424394,96
Duncombe,Westridinge,Primary,Jan,2017,13,2017-01-01,F,10.67,196321.3999455875,35.55370764424394,64
Duncombe,Westridinge,Primary,Feb,2017,14,2017-02-01,M,10.89,196234.97858697167,33.857315889853126,199
Duncombe,Westridinge,Primary,Feb,2017,14,2017-02-01,F,10.89,196234.97858697167,33.857315889853126,133
